dish_id,dish_name,city_id,category,price_min_inr,price_max_inr,trust_score,scam_markup_pct,timestamp
5119,Sol Kadhi,33,Local Eatery,166,281,78.4,6.4,2025-05-01 03:31:05
5120,Classic Pork with Bamboo Shoot,105,Local Eatery,99,258,56.3,47.6,2025-06-05 12:36:59
5121,Chingri Malai Curry,139,Mid-range Restaurant,195,232,75.6,14.3,2025-06-28 09:56:13
5122,Malpua,62,Roadside Stall,37,105,84.0,0.8,2026-02-05 08:51:22
5123,Bisi Bele Bath,57,Sweet Shop,162,380,75.6,15.7,2025-03-05 09:57:59
5124,Axone,7,Roadside Stall,46,102,58.7,37.8,2025-04-27 04:29:38
5125,Thukpa,105,Roadside Stall,57,115,47.4,58.2,2026-06-10 11:06:57
5126,Spicy Thukpa,77,Mid-range Restaurant,230,573,45.7,45.5,2026-01-30 14:14:28
5127,Undhiyu,25,Roadside Stall,20,39,74.0,14.7,2025-04-04 23:24:42
5128,Village-style Dal Makhani,122,Roadside Stall,34,112,79.9,4.7,2025-07-19 23:28:04
5129,Momos,11,Fine Dining,688,1829,87.4,0,2025-11-06 00:07:40
5130,Dalma,89,Fine Dining,1172,1561,94.0,0,2026-03-09 23:34:34
5131,Curd Rice,6,Street Food,83,111,84.9,0.2,2026-05-26 18:28:41
5132,Zan,83,Sweet Shop,187,229,64.9,36.0,2026-06-26 18:20:01
5133,Village-style Kachori,96,Sweet Shop,170,248,68.9,21.2,2025-01-11 07:14:06
5134,Filter Coffee,1,Roadside Stall,22,48,81.4,3.8,2025-04-29 07:55:17
5135,Family Recipe Goan Fish Curry,70,Sweet Shop,204,287,81.5,4.9,2025-01-04 15:01:57
5136,Royal Mutton Rogan Josh,35,Street Food,70,137,87.0,0,2025-07-29 04:23:50
5137,Idli Sambar,109,Fine Dining,1205,2207,86.6,0,2026-02-18 17:28:03
5138,Deluxe Golgappa,123,Local Eatery,174,190,89.6,0,2025-09-16 21:10:23
5139,Hyderabadi Biryani,113,Roadside Stall,21,117,47.4,54.9,2025-11-21 08:03:12
5140,Extra Cheesy Bafla,64,Sweet Shop,50,318,41.2,40.2,2025-04-15 13:23:57
5141,Authentic Fish Tenga,12,Street Food,60,142,70.9,14.3,2025-07-13 13:16:57
5142,Mysore Pak,55,Local Eatery,179,253,84.2,0.8,2025-12-16 00:00:47
5143,Grandma's Mutton Rogan Josh,93,Roadside Stall,41,92,89.4,0,2025-10-07 16:33:34
5144,Pitha,7,Mid-range Restaurant,406,660,72.7,17.1,2025-08-29 16:34:45
5145,Royal Golgappa,131,Street Food,26,58,65.5,17.8,2026-05-13 22:29:35
5146,Traditional Malpua,68,Fine Dining,1136,2189,65.8,25.0,2026-05-09 13:21:47
5147,Deluxe Kadhi Chawal,131,Mid-range Restaurant,210,572,78.5,6.8,2025-09-13 11:53:58
5148,Chef's Tandoori Roti,99,Fine Dining,1117,1812,76.9,13.1,2026-02-10 21:30:34
5149,Khandvi,27,Local Eatery,128,250,84.5,0.5,2026-04-25 02:44:22
5150,Quick-bite Aloo Posto,90,Local Eatery,133,277,89.2,0,2025-07-11 04:35:10
5151,Kadhi Chawal,39,Roadside Stall,44,113,79.2,4.0,2025-01-05 12:16:54
5152,Local Favourite Goan Fish Curry,28,Fine Dining,801,2486,57.9,17.9,2025-07-25 01:29:35
5153,Village-style Kothu Parotta,1,Local Eatery,116,151,95.4,0,2025-11-19 19:49:42
5154,Sol Kadhi,70,Local Eatery,141,229,81.2,4.1,2026-02-06 09:28:02
5155,Dahi Vada,137,Fine Dining,583,1393,76.4,6.1,2026-02-13 21:38:00
5156,Local Favourite Chaat Papdi,124,Sweet Shop,110,388,77.7,9.1,2025-05-27 20:10:54
5157,Classic Chila,21,Street Food,77,91,76.6,5.3,2025-09-07 13:12:14
5158,Uttapam,50,Street Food,67,117,78.5,7.7,2025-02-18 05:56:26
5159,Malai Kofta,36,Roadside Stall,38,116,80.7,7.4,2025-11-25 21:51:00
5160,Axone,83,Street Food,41,104,72.4,11.0,2026-01-21 06:04:04
5161,Aloo Paratha,133,Street Food,50,104,74.7,10.0,2025-05-13 20:35:24
5162,Classic Bisi Bele Bath,61,Local Eatery,85,140,82.6,3.4,2025-02-13 08:05:05
5163,Grandma's Sandesh,47,Fine Dining,579,2467,51.6,35.4,2025-05-20 03:23:52
5164,Chef's Sarson da Saag,120,Mid-range Restaurant,214,487,83.0,1.7,2026-01-21 02:40:07
5165,Chef's Litti Chokha,15,Mid-range Restaurant,167,309,72.7,8.5,2025-10-23 10:02:08
5166,Local Favourite Meen Curry,1,Mid-range Restaurant,290,406,58.7,37.2,2025-01-02 14:23:51
5167,Litti,47,Local Eatery,91,286,66.5,17.3,2025-11-10 09:03:53
5168,Dahi Vada,46,Fine Dining,538,2210,56.5,22.3,2025-10-07 14:38:13
5169,Undhiyu,23,Street Food,80,98,77.0,11.2,2026-01-30 01:26:45
5170,Chole Bhature,94,Sweet Shop,109,393,66.4,19.8,2026-05-08 01:18:22
5171,Classic Aloo Paratha,37,Fine Dining,657,2463,56.4,18.4,2025-09-06 04:58:08
5172,Aloo Paratha,93,Street Food,34,72,75.7,5.6,2025-10-11 22:44:07
5173,Authentic Dahi Vada,136,Sweet Shop,72,182,61.9,27.9,2025-01-28 18:37:43
5174,Kachori,96,Sweet Shop,87,209,65.1,34.6,2025-11-09 02:56:08
5175,Quick-bite Malpua,62,Roadside Stall,64,83,73.8,18.6,2026-04-21 18:16:47
5176,Rava Kesari,113,Roadside Stall,50,62,45.9,39.7,2025-10-07 06:55:10
5177,Tandoori Roti,126,Street Food,78,127,92.2,0,2025-11-12 09:25:58
5178,Butter Chicken,100,Street Food,58,100,70.1,25.2,2025-01-21 08:53:34
5179,Classic Sol Kadhi,27,Fine Dining,1195,2007,65.7,19.1,2026-04-08 08:19:28
5180,Local Favourite Fish Tenga,10,Fine Dining,1388,2415,85.0,0,2025-04-14 08:35:44
5181,Family Recipe Tandoori Roti,42,Street Food,52,92,42.0,46.4,2026-06-21 02:16:12
5182,Dahi Vada,17,Fine Dining,1373,2344,83.7,0.9,2025-07-11 06:24:58
5183,Classic Aloo Paratha,98,Sweet Shop,53,217,93.2,0,2025-02-08 09:06:15
5184,Local Favourite Malai Kofta,40,Local Eatery,87,137,73.7,16.0,2025-04-04 16:24:49
5185,Vada Pav,70,Mid-range Restaurant,302,381,54.9,44.7,2025-05-02 07:46:10
5186,Traditional Kadhi Chawal,44,Local Eatery,148,191,81.1,2.6,2025-01-22 03:35:31
5187,Authentic Thepla,25,Roadside Stall,25,104,77.3,6.1,2026-05-30 10:01:57
5188,Pesarattu,61,Fine Dining,1080,1286,79.0,5.3,2025-06-28 20:14:02
5189,Local Favourite Lassi,42,Fine Dining,920,1306,74.9,16.9,2026-06-25 20:35:15
5190,Sarson da Saag,133,Fine Dining,792,916,86.8,0,2026-04-08 23:45:28
5191,Zan,117,Local Eatery,108,135,87.1,0,2025-05-27 23:18:05
5192,Street-side Rasam,1,Fine Dining,751,1247,66.9,13.7,2025-05-26 18:45:58
5193,Classic Goan Fish Curry,32,Sweet Shop,71,296,48.7,54.3,2025-06-03 15:23:12
5194,Quick-bite Chettinad Chicken,110,Mid-range Restaurant,390,630,85.0,0,2025-05-22 14:24:28
5195,Village-style Pork with Bamboo Shoot,77,Mid-range Restaurant,371,466,75.1,7.9,2025-05-05 18:04:17
5196,Traditional Kosha Mangsho,136,Sweet Shop,51,161,71.8,22.6,2025-05-18 04:05:43
5197,Tandoori Roti,42,Street Food,69,97,71.3,8.7,2026-03-28 04:48:39
5198,Kolhapuri Mutton,75,Sweet Shop,54,206,63.5,17.3,2025-09-20 20:07:06
5199,Dal Makhani,42,Mid-range Restaurant,339,547,69.6,9.7,2026-06-01 18:52:44
5200,Kothu Parotta,57,Sweet Shop,194,293,44.7,44.2,2025-05-02 09:02:56
5201,Extra Cheesy Appam with Stew,49,Mid-range Restaurant,250,699,65.4,31.0,2025-07-01 23:28:47
5202,Extra Cheesy Pongal,54,Roadside Stall,38,58,79.6,8.5,2026-04-19 08:13:07
5203,Pesarattu,6,Roadside Stall,55,112,61.9,29.4,2025-10-08 17:08:32
5204,Rosogolla,89,Local Eatery,104,236,53.7,25.6,2026-06-27 06:19:25
5205,Homestyle Masala Dosa,49,Roadside Stall,41,59,73.9,14.7,2025-08-24 17:39:48
5206,Kadhi Chawal,129,Mid-range Restaurant,388,577,56.3,38.6,2025-07-28 20:14:03
5207,Malpua,64,Street Food,68,95,77.4,5.8,2026-05-29 02:15:47
5208,Chettinad Chicken,1,Sweet Shop,204,308,82.2,3.8,2025-07-25 04:42:12
5209,Bebinca,27,Street Food,67,122,79.9,4.1,2025-08-24 13:34:35
5210,Litti Chokha,19,Fine Dining,930,2260,72.1,19.9,2026-03-19 10:11:41
5211,Classic Poha Jalebi,68,Mid-range Restaurant,397,425,60.9,26.7,2025-07-27 02:27:51
5212,Kadhi Chawal,44,Sweet Shop,69,91,69.1,14.7,2025-06-24 16:49:58
5213,Special Kachori,36,Local Eatery,98,123,78.4,11.1,2025-06-11 08:48:03
5214,Grandma's Rajma Chawal,123,Sweet Shop,98,205,81.9,2.0,2025-02-20 10:54:55
5215,Spicy Litti,86,Sweet Shop,37,363,87.6,0,2025-07-07 00:16:54
5216,Dal Bafla,20,Local Eatery,154,266,62.3,25.7,2025-12-07 05:25:21
5217,Spicy Chole Bhature,119,Sweet Shop,201,308,63.1,17.4,2025-11-18 05:38:21
5218,Idli Sambar,60,Sweet Shop,37,282,72.7,18.2,2025-02-23 17:42:39
5219,Authentic Thukpa,10,Mid-range Restaurant,418,432,66.7,24.3,2025-08-19 22:16:49
5220,Pav Bhaji,33,Fine Dining,814,2291,74.9,6.3,2025-08-06 01:36:55
5221,Bhutte ka Kees,66,Sweet Shop,45,279,56.4,23.8,2025-02-25 10:44:19
5222,Quick-bite Kolhapuri Mutton,76,Street Food,56,138,75.3,6.0,2025-11-18 18:08:58
5223,Roadside Vada Pav,75,Street Food,27,95,45.4,64.0,2026-06-17 02:24:20
5224,Uttapam,53,Mid-range Restaurant,154,386,50.5,50.8,2026-02-03 21:31:35
5225,Classic Naga Chutney,117,Fine Dining,515,2103,69.2,27.8,2025-10-05 20:26:56
5226,Royal Undhiyu,30,Local Eatery,104,132,65.0,12.5,2025-09-30 18:28:44
5227,Undhiyu,31,Fine Dining,552,1965,55.6,29.7,2025-06-28 21:44:19
5228,Royal Shorshe Ilish,139,Mid-range Restaurant,212,282,49.7,51.2,2025-05-16 06:41:19
5229,Roadside Amritsari Kulcha,121,Mid-range Restaurant,248,392,52.4,34.9,2026-05-18 15:52:49
5230,Pesarattu,108,Sweet Shop,157,214,89.8,0,2025-04-05 08:40:09
5231,Chef's Zan,10,Street Food,43,71,39.3,35.4,2025-01-25 17:33:49
5232,Family Recipe Axone,79,Street Food,75,89,79.9,5.7,2026-04-06 13:57:58
5233,Puran Poli,33,Fine Dining,539,752,77.7,12.5,2026-03-29 07:13:48
5234,Uttapam,61,Sweet Shop,98,138,43.4,54.7,2026-06-15 12:10:46
5235,Amritsari Kulcha,130,Roadside Stall,43,67,95.2,0,2026-05-30 00:12:23
5236,Village-style Pongal,48,Mid-range Restaurant,189,370,78.9,10.0,2025-07-19 12:52:03
5237,Mutton Rogan Josh,39,Mid-range Restaurant,319,351,55.1,33.2,2026-05-16 19:28:57
5238,Traditional Chingri Malai Curry,45,Sweet Shop,140,310,75.2,10.5,2025-12-06 16:42:41
5239,Bhel Puri,72,Street Food,62,80,90.2,0,2026-05-13 12:35:07
5240,Chaat Papdi,35,Local Eatery,62,260,69.0,18.6,2026-04-25 15:36:16
5241,Local Favourite Aloo Paratha,133,Roadside Stall,19,30,71.6,16.3,2025-04-15 15:58:01
5242,Poha Jalebi,65,Local Eatery,141,242,50.0,50.2,2025-06-20 02:07:05
5243,Grandma's Filter Coffee,49,Local Eatery,67,220,57.1,25.1,2025-12-02 18:08:38
5244,Rajma Chawal,99,Street Food,30,97,83.2,3.1,2026-04-03 23:30:30
5245,Pitha,84,Fine Dining,1159,1990,47.5,53.2,2025-11-22 00:56:12
5246,Filter Coffee,109,Street Food,54,64,77.7,9.9,2026-03-18 04:01:52
5247,Signature Litti,47,Fine Dining,721,2282,68.4,25.4,2025-11-21 05:16:26
5248,Appam with Stew,59,Roadside Stall,56,88,45.9,41.8,2025-11-11 02:36:44
5249,Kachori,127,Mid-range Restaurant,331,351,72.8,7.7,2025-01-29 16:12:04
5250,Kosha Mangsho,87,Street Food,47,62,68.6,22.1,2025-10-08 04:04:04
5251,Pitha,13,Street Food,64,121,86.3,0,2025-08-31 01:11:33
5252,Bafla,20,Mid-range Restaurant,258,481,48.4,24.1,2025-01-10 23:34:10
5253,Dahi Vada,47,Street Food,76,137,50.8,25.3,2026-05-05 14:32:19
5254,Amritsari Kulcha,130,Roadside Stall,28,90,71.6,12.3,2025-01-12 03:27:21
5255,Special Hyderabadi Biryani,61,Mid-range Restaurant,197,267,80.9,4.6,2025-09-16 12:35:41
5256,Street-side Butter Chicken,96,Fine Dining,847,2171,85.2,0,2025-03-23 17:22:01
5257,Extra Cheesy Kosha Mangsho,86,Sweet Shop,63,163,76.0,6.0,2026-02-23 04:08:04
5258,Chila,64,Roadside Stall,18,55,68.9,15.3,2025-11-30 11:36:41
5259,Local Favourite Curd Rice,114,Mid-range Restaurant,254,659,81.9,5.4,2025-09-03 00:56:20
5260,Signature Bafla,64,Roadside Stall,23,96,36.7,35.0,2025-02-14 01:21:29
5261,Naga Chutney,118,Sweet Shop,36,152,71.5,9.5,2025-01-02 15:44:28
5262,Vada Pav,30,Street Food,84,103,84.1,0.8,2025-03-17 05:10:17
5263,Momos,104,Street Food,79,111,71.4,16.7,2025-10-02 14:35:42
5264,Local Favourite Kolhapuri Mutton,30,Roadside Stall,16,89,85.7,0,2025-07-26 12:00:44
5265,Jadoh,13,Mid-range Restaurant,354,402,69.3,21.6,2025-04-08 04:44:20
5266,Extra Cheesy Chaat Papdi,44,Street Food,22,75,62.0,31.7,2025-01-30 04:58:22
5267,Litti Chokha,44,Local Eatery,126,213,84.3,0.8,2025-09-15 03:59:51
5268,Village-style Rajma Chawal,37,Fine Dining,1053,2101,82.5,4.2,2026-05-01 06:23:35
5269,Quick-bite Appam with Stew,56,Mid-range Restaurant,330,437,85.5,0,2026-02-18 09:42:10
5270,Traditional Bamboo Shoot Curry,11,Roadside Stall,43,105,50.1,47.7,2025-08-24 20:39:03
5271,Sabudana Khichdi,66,Fine Dining,1425,1909,67.0,24.7,2025-01-29 17:38:49
5272,Classic Pitha,16,Local Eatery,159,288,75.4,10.9,2025-06-17 19:54:31
5273,Bhel Puri,27,Local Eatery,150,164,40.9,41.6,2026-04-07 02:13:51
5274,Golgappa,43,Mid-range Restaurant,230,673,58.4,28.7,2026-05-27 11:00:24
5275,Malpua,21,Local Eatery,74,277,82.7,2.7,2025-01-04 12:25:54
5276,Spicy Dahi Vada,134,Street Food,68,132,85.4,0,2026-04-28 21:00:05
5277,Pongal,115,Local Eatery,154,258,84.1,0.9,2025-04-12 14:12:36
5278,Classic Idiyappam,56,Sweet Shop,40,371,77.3,11.3,2026-05-02 05:36:46
5279,Rosogolla,87,Roadside Stall,40,74,72.8,20.6,2025-07-17 02:27:00
5280,Litti Chokha,97,Roadside Stall,22,64,63.2,27.0,2025-02-03 19:48:37
5281,Litti Chokha,36,Local Eatery,147,299,78.9,5.3,2025-03-01 14:19:16
5282,Chef's Litti,89,Street Food,79,146,75.3,17.3,2026-04-25 23:46:17
5283,Chak-hao Kheer,11,Sweet Shop,157,299,68.9,10.1,2025-10-06 18:37:52
5284,Pitha,16,Local Eatery,179,224,82.5,1.7,2026-04-16 19:59:42
5285,Litti Chokha,136,Sweet Shop,94,281,62.2,16.1,2025-06-12 03:06:28
5286,Festival Meen Curry,52,Mid-range Restaurant,401,568,54.8,30.8,2025-12-22 15:03:29
5287,Pork with Bamboo Shoot,79,Street Food,45,131,66.0,26.8,2026-05-21 03:40:59
5288,Village-style Chingri Malai Curry,15,Fine Dining,1387,2078,65.1,12.8,2025-09-07 05:04:51
5289,Pesarattu,49,Sweet Shop,191,299,79.0,8.3,2025-11-01 19:59:55
5290,Appam with Stew,116,Street Food,54,87,92.1,0,2025-03-07 15:50:48
5291,Rajma Chawal,92,Local Eatery,138,228,69.4,22.6,2026-05-14 02:02:24
5292,Bhel Puri,71,Mid-range Restaurant,273,496,63.6,21.6,2025-12-11 13:34:50
5293,Litti Chokha,136,Sweet Shop,156,287,58.4,40.3,2025-02-23 01:29:14
5294,Homestyle Chila,67,Sweet Shop,95,149,75.2,9.5,2025-02-16 18:07:53
5295,Quick-bite Kosha Mangsho,16,Fine Dining,1192,2248,81.7,5.6,2026-06-10 17:33:38
5296,Bebinca,85,Fine Dining,1032,1552,76.2,15.5,2026-01-04 01:32:23
5297,Local Favourite Golgappa,123,Street Food,37,75,63.4,38.8,2025-04-05 07:12:18
5298,Puran Poli,73,Fine Dining,779,2138,85.6,0,2026-02-17 23:39:06
5299,Kachori,42,Sweet Shop,140,396,65.4,25.2,2026-06-03 13:28:48
5300,Grandma's Golgappa,97,Fine Dining,878,2447,61.1,33.7,2025-07-20 18:00:14
5301,Deluxe Puttu Kadala,4,Roadside Stall,63,109,60.9,27.4,2026-04-27 16:53:43
5302,Traditional Lassi,92,Mid-range Restaurant,236,338,78.1,11.2,2025-07-23 12:06:10
5303,Classic Idli Sambar,113,Mid-range Restaurant,403,616,66.1,31.2,2026-06-27 09:17:00
5304,Homestyle Payasam,52,Roadside Stall,61,112,70.6,22.0,2026-04-17 05:20:57
5305,Street-side Chaat Papdi,43,Local Eatery,125,273,65.0,29.3,2026-02-08 11:33:51
5306,Uttapam,116,Roadside Stall,29,73,77.0,11.0,2025-07-27 00:10:19
5307,Masala Dosa,58,Roadside Stall,59,111,70.5,21.2,2026-03-03 12:14:42
5308,Jadoh,82,Local Eatery,162,243,47.8,49.8,2025-07-21 14:02:54
5309,Homestyle Chhena Poda,138,Fine Dining,1027,2112,67.3,26.0,2026-05-03 15:43:44
5310,Extra Cheesy Naga Chutney,12,Mid-range Restaurant,239,498,56.2,32.5,2025-12-28 10:45:01
5311,Grandma's Pav Bhaji,27,Fine Dining,698,1691,81.4,4.5,2025-09-23 03:44:02
5312,Local Favourite Thukpa,105,Sweet Shop,155,219,67.0,21.0,2025-03-08 15:29:21
5313,Signature Pongal,61,Mid-range Restaurant,160,390,87.1,0,2025-04-02 03:53:29
5314,Kachori,102,Sweet Shop,60,287,56.4,42.8,2026-05-29 09:57:45
5315,Malai Kofta,102,Sweet Shop,140,272,85.7,0,2025-03-01 00:40:48
5316,Family Recipe Paneer Tikka,129,Roadside Stall,55,105,57.2,25.3,2025-11-11 10:22:16
5317,Rasam,109,Fine Dining,604,1417,83.9,0.8,2025-07-27 21:43:58
5318,Mutton Rogan Josh,133,Mid-range Restaurant,383,667,66.7,14.8,2025-09-03 00:22:45
5319,Nihari,39,Street Food,44,91,80.6,3.8,2025-12-09 21:43:15
5320,Classic Bafla,62,Mid-range Restaurant,394,453,91.3,0,2025-09-02 10:13:32
5321,Dal Makhani,133,Roadside Stall,22,104,65.0,22.7,2026-04-14 21:03:21
5322,Homestyle Rasam,1,Fine Dining,1168,2053,92.4,0,2025-04-01 20:27:43
5323,Filter Coffee,54,Mid-range Restaurant,310,444,73.7,9.4,2025-08-18 21:36:02
5324,Mutton Rogan Josh,42,Local Eatery,106,178,60.7,41.4,2025-05-16 19:08:35
5325,Royal Vada Pav,23,Mid-range Restaurant,356,596,64.8,32.9,2025-02-23 14:26:27
5326,Khandvi,75,Mid-range Restaurant,379,630,45.7,28.1,2026-01-08 21:30:15
5327,Spicy Curd Rice,1,Sweet Shop,62,261,73.7,9.3,2025-02-22 00:28:52
5328,Chef's Bebinca,69,Mid-range Restaurant,348,456,81.6,5.6,2026-04-24 12:31:27
5329,Traditional Nihari,131,Fine Dining,740,1608,76.4,13.8,2026-06-04 16:08:02
5330,Pitha,80,Roadside Stall,22,35,77.3,13.2,2025-05-31 16:11:15
5331,Bebinca,34,Local Eatery,132,177,76.4,9.1,2025-01-18 21:05:56
5332,Quick-bite Dhokla,71,Roadside Stall,54,119,54.5,21.1,2026-04-23 01:37:00
5333,Extra Cheesy Sandesh,45,Local Eatery,142,239,46.7,50.7,2026-01-11 09:38:23
5334,Street-side Litti Chokha,139,Sweet Shop,83,350,71.1,22.9,2025-03-15 07:43:56
5335,Chef's Butter Chicken,36,Sweet Shop,181,348,72.0,17.0,2026-04-08 18:45:37
5336,Thukpa,11,Sweet Shop,203,307,76.0,15.6,2026-01-16 15:35:20
5337,Spicy Uttapam,110,Street Food,69,144,44.7,35.7,2025-08-30 01:29:58
5338,Momos,8,Sweet Shop,99,324,72.6,8.6,2026-06-29 06:41:53
5339,Roadside Filter Coffee,52,Local Eatery,113,123,87.7,0,2025-06-02 06:15:35
5340,Royal Filter Coffee,48,Mid-range Restaurant,286,590,65.0,27.2,2026-05-25 05:48:51
5341,Khandvi,34,Fine Dining,1109,1339,75.2,15.8,2026-04-28 18:36:43
5342,Special Bebinca,13,Mid-range Restaurant,183,443,76.8,8.0,2026-06-28 05:00:41
5343,Vada Pav,33,Mid-range Restaurant,254,666,67.8,28.9,2025-01-22 04:49:37
5344,Village-style Chila,20,Street Food,63,100,94.5,0,2026-04-30 17:27:55
5345,Kadhi Chawal,99,Mid-range Restaurant,250,595,61.9,30.7,2025-06-11 05:27:33
5346,Vada Pav,33,Fine Dining,534,2481,52.8,26.9,2025-06-06 11:30:26
5347,Traditional Axone,8,Mid-range Restaurant,371,469,88.4,0,2026-03-12 10:11:25
5348,Rosogolla,139,Fine Dining,544,1096,68.4,20.9,2026-06-29 11:19:05
5349,Axone,85,Street Food,71,107,56.0,27.2,2025-09-16 15:38:53
5350,Royal Rava Kesari,116,Sweet Shop,174,236,66.6,23.6,2026-05-02 19:47:01
5351,Puttu Kadala,1,Roadside Stall,19,117,67.8,26.2,2026-01-22 12:11:36
5352,Masala Dosa,113,Mid-range Restaurant,229,276,93.3,0,2025-09-16 01:56:36
5353,Litti Chokha,130,Street Food,53,87,75.5,7.3,2025-01-11 21:09:57
5354,Chak-hao Kheer,9,Roadside Stall,52,71,64.7,34.4,2026-02-24 07:09:17
5355,Zan,84,Roadside Stall,60,104,46.1,45.7,2025-06-16 11:50:30
5356,Meen Curry,116,Local Eatery,66,170,91.6,0,2025-11-15 01:53:40
5357,Grandma's Naga Chutney,79,Street Food,78,104,72.6,21.5,2025-03-02 07:21:04
5358,Bisi Bele Bath,49,Mid-range Restaurant,210,693,62.2,22.4,2025-02-25 20:15:06
5359,Local Favourite Thepla,26,Street Food,20,34,91.7,0,2025-10-05 22:09:01
5360,Pitha,78,Sweet Shop,64,172,77.5,9.1,2025-03-22 09:57:30
5361,Kothu Parotta,3,Local Eatery,100,193,85.9,0,2025-10-27 04:24:31
5362,Grandma's Lassi,38,Mid-range Restaurant,287,348,89.1,0,2026-06-22 18:55:41
5363,Street-side Chingri Malai Curry,139,Street Food,44,138,53.7,31.3,2026-04-03 08:16:17
5364,Bhutte ka Kees,66,Street Food,34,56,86.0,0,2025-07-01 21:27:25
5365,Street-side Sarson da Saag,41,Sweet Shop,117,196,88.7,0,2025-03-01 08:06:55
5366,Pav Bhaji,34,Fine Dining,1231,2395,63.4,15.2,2026-06-30 19:10:36
5367,Special Rosogolla,16,Sweet Shop,83,205,92.6,0,2025-11-23 01:00:20
5368,Local Favourite Bebinca,117,Mid-range Restaurant,349,692,70.5,13.0,2025-06-21 23:08:58
5369,Village-style Vada Sambar,50,Mid-range Restaurant,273,440,62.6,37.4,2025-05-17 02:15:38
5370,Signature Butter Chicken,130,Roadside Stall,56,69,64.2,17.5,2026-06-08 10:55:44
5371,Premium Pesarattu,4,Roadside Stall,63,119,91.9,0,2026-05-13 22:32:49
5372,Festival Shorshe Ilish,18,Local Eatery,102,226,71.5,9.5,2026-06-28 19:39:22
5373,Family Recipe Golgappa,129,Street Food,26,142,89.2,0,2025-09-29 17:14:21
5374,Bebinca,118,Sweet Shop,51,252,65.3,14.0,2025-08-31 07:50:19
5375,Mutton Rogan Josh,92,Mid-range Restaurant,276,606,64.3,15.8,2026-01-11 20:48:22
5376,Festival Hyderabadi Biryani,51,Mid-range Restaurant,418,673,88.4,0,2026-03-17 00:47:02
5377,Family Recipe Rosogolla,137,Local Eatery,139,168,76.8,9.4,2025-05-14 20:34:58
5378,Lassi,99,Local Eatery,152,229,54.9,29.3,2025-09-18 16:07:44
5379,Nihari,126,Local Eatery,73,157,66.4,28.2,2025-10-22 23:00:23
5380,Traditional Mutton Rogan Josh,36,Street Food,37,82,84.2,0.7,2025-01-12 19:29:53
5381,Chef's Pav Bhaji,30,Fine Dining,809,1448,57.4,25.9,2025-12-28 03:42:51
5382,Nihari,123,Mid-range Restaurant,321,670,87.3,0,2025-04-14 09:52:05
5383,Golgappa,123,Local Eatery,114,137,79.9,6.5,2025-11-07 07:14:39
5384,Nihari,122,Mid-range Restaurant,356,668,69.4,24.0,2025-03-02 11:20:36
5385,Grandma's Momos,17,Fine Dining,1207,2106,81.6,4.6,2025-10-23 09:31:53
5386,Chettinad Chicken,116,Local Eatery,87,241,68.4,10.5,2025-02-01 02:45:50
5387,Filter Coffee,114,Mid-range Restaurant,405,575,46.4,67.1,2025-10-04 15:41:27
5388,Street-side Hyderabadi Biryani,48,Local Eatery,173,290,81.7,3.9,2025-01-07 09:07:49
5389,Dhokla,73,Mid-range Restaurant,264,394,76.9,13.7,2025-06-13 06:56:40
5390,Traditional Bafla,22,Fine Dining,1416,1578,69.2,17.2,2026-04-28 16:45:12
5391,Kadhi Chawal,121,Fine Dining,1096,2102,45.4,29.2,2026-04-14 20:27:25
5392,Quick-bite Chhena Poda,135,Street Food,34,59,66.7,23.0,2025-12-19 08:42:15
5393,Quick-bite Thepla,33,Local Eatery,123,163,64.5,21.4,2026-02-05 14:50:37
5394,Family Recipe Momos,103,Local Eatery,86,199,85.2,0,2025-08-23 19:58:39
5395,Village-style Chhena Poda,87,Mid-range Restaurant,342,649,84.3,0.8,2025-08-07 09:05:01
5396,Signature Malai Kofta,119,Street Food,22,77,76.8,9.4,2025-02-20 20:35:50
5397,Signature Kosha Mangsho,18,Sweet Shop,108,260,46.5,30.3,2026-01-14 12:48:53
5398,Family Recipe Bafla,67,Local Eatery,116,281,83.2,2.0,2025-11-29 06:07:17
5399,Deluxe Jadoh,14,Fine Dining,1304,2253,52.8,40.1,2025-03-01 01:08:20
5400,Village-style Thukpa,105,Fine Dining,1234,2146,76.8,7.8,2025-12-12 22:52:06
5401,Quick-bite Kadhi Chawal,119,Roadside Stall,62,90,66.9,13.6,2025-07-02 13:46:38
5402,Bhutte ka Kees,63,Roadside Stall,21,71,68.5,16.4,2025-08-10 06:55:27
5403,Prawn Balchao,31,Mid-range Restaurant,330,515,77.3,10.1,2026-05-10 14:19:47
5404,Pitha,8,Sweet Shop,45,298,86.4,0,2025-08-28 19:25:14
5405,Chef's Lassi,96,Street Food,29,101,58.0,41.3,2025-07-23 15:34:14
5406,Signature Dhokla,27,Mid-range Restaurant,239,304,76.6,10.8,2026-03-07 11:26:26
5407,Litti Chokha,92,Mid-range Restaurant,176,561,66.5,28.6,2026-05-02 14:24:31
5408,Royal Lassi,42,Mid-range Restaurant,422,613,69.2,12.4,2026-05-20 22:25:38
5409,Jadoh,104,Sweet Shop,99,219,69.4,12.3,2025-04-16 01:10:32
5410,Family Recipe Butter Chicken,40,Mid-range Restaurant,187,198,68.7,27.5,2025-11-12 04:59:04
5411,Family Recipe Zan,11,Local Eatery,151,176,90.4,0,2025-03-24 23:53:59
