souvenir_id,item_name,state_id,price_min_inr,price_max_inr,trust_score,scam_markup_pct,timestamp
679,Local Handicraft Figurine,10,591,2744,58.2,23.3,2025-03-11 09:55:02
680,Deluxe Handwoven Bag,15,175,1960,82.9,3.6,2025-01-24 17:50:14
681,Local Favourite Fridge Magnet,10,60,2645,90.9,0,2025-01-11 09:49:44
682,Special Fridge Magnet,2,314,2936,69.5,23.2,2025-06-09 04:24:35
683,Mirror Work Bag,7,280,633,74.9,10.7,2026-06-28 15:13:39
684,Festival Blue Pottery,21,431,1969,70.6,10.1,2025-06-26 11:11:22
685,Spicy Khasi Shawl,16,718,1690,68.5,13.8,2025-08-28 11:11:26
686,Special Keychain Set,15,288,1558,65.5,28.6,2026-04-12 16:22:42
687,Muga Silk Stole,3,410,1997,55.9,18.7,2026-03-23 10:03:13
688,Local Handicraft Figurine,8,709,3386,51.9,55.9,2026-04-18 15:07:01
689,Roadside Bamboo Craft,3,647,2541,75.2,11.6,2026-02-16 09:14:55
690,Tanjore Painting,23,341,1796,76.9,7.8,2025-04-18 21:50:39
691,Postcard Set,15,761,1609,80.9,4.1,2025-04-10 02:01:12
692,Postcard Set,4,636,908,72.3,22.3,2026-02-13 19:54:55
693,Traditional Channapatna Toy,11,239,1796,75.0,13.1,2025-07-19 05:12:55
694,Chef's Aranmula Kannadi Mirror,12,61,1136,73.6,15.2,2025-12-25 22:22:46
695,Prayer Wheel,22,221,2554,92.3,0,2025-03-14 18:39:29
696,Local Handicraft Figurine,24,579,1819,73.5,20.4,2026-03-09 21:04:04
697,Handwoven Bag,2,685,3563,78.5,6.4,2025-12-25 18:35:22
698,Handwoven Bag,25,354,616,75.8,10.8,2026-06-22 21:28:30
699,Paithani Saree,14,103,2927,75.6,11.5,2025-09-23 10:20:56
700,Chanderi Saree,13,96,2855,43.5,39.4,2025-04-19 04:41:28
701,Deluxe Warli Painting,14,65,2772,81.4,4.6,2025-12-19 09:07:49
702,Paithani Saree,14,320,1040,75.4,8.9,2025-09-21 11:50:31
703,Chef's Bagh Print Fabric,13,92,199,59.7,43.2,2025-07-31 07:21:40
704,Authentic Handwoven Bag,18,379,2173,90.3,0,2026-05-31 06:31:21
705,Family Recipe Postcard Set,25,657,3656,84.9,0.2,2026-02-12 11:13:38
706,Spicy Chikankari Kurta,26,160,1457,90.4,0,2026-01-11 04:33:47
707,Local Handicraft Figurine,2,417,1356,42.2,71.4,2026-02-05 22:11:22
708,Family Recipe Kolhapuri Chappal,14,761,3309,46.4,36.1,2025-10-10 06:00:36
709,Signature Seashell Craft,6,65,2095,84.5,0.9,2026-04-26 11:06:02
710,Classic Keychain Set,10,311,382,94.4,0,2025-11-08 17:10:48
711,Bamboo Basket,16,248,2738,92.0,0,2026-01-16 00:57:43
712,Keychain Set,15,83,975,84.5,0.3,2026-03-21 05:41:51
713,Royal Terracotta Figurine,28,503,3047,78.5,4.2,2025-02-19 15:56:27
714,Kanchipuram Silk Saree,23,529,2424,58.7,16.1,2026-03-16 12:27:09
715,Handwoven Bag,17,117,271,77.9,7.0,2025-07-21 10:04:49
716,Chikankari Kurta,26,296,1297,49.5,45.5,2025-01-24 18:25:51
717,Mirror Work Bag,7,209,2066,90.1,0,2026-02-19 06:33:11
718,Spicy Postcard Set,4,273,2025,73.6,18.9,2025-10-11 09:26:32
719,Family Recipe Pattachitra Painting,19,667,3117,54.9,53.1,2025-03-31 12:34:53
720,Silver Filigree,19,98,934,44.8,63.6,2026-03-17 11:45:34
721,Terracotta Figurine,28,273,335,70.5,25.6,2026-03-12 10:57:00
722,Postcard Set,27,456,837,72.8,18.5,2025-06-13 19:55:43
723,Deluxe Bamboo Basket,16,588,2518,67.7,16.6,2025-05-02 05:11:59
724,Premium Handwoven Bag,25,157,3143,84.2,1.1,2026-04-21 17:48:05
725,Keychain Set,5,126,210,75.7,13.4,2026-06-30 14:01:14
726,Extra Cheesy Postcard Set,15,241,1472,72.2,14.6,2026-03-05 11:26:59
727,Traditional Handwoven Bag,10,295,2261,75.5,12.7,2025-08-09 16:32:57
728,Postcard Set,2,338,3187,61.8,33.1,2025-12-30 22:47:11
729,Special Keychain Set,17,168,1022,75.5,6.7,2025-02-22 08:12:23
730,Street-side Brassware,26,326,2269,77.5,9.8,2025-02-19 04:28:49
731,Quick-bite Bagh Print Fabric,13,415,904,61.6,16.3,2025-05-28 16:22:31
732,Grandma's Juti Footwear,20,713,1051,73.0,15.5,2025-03-28 08:24:19
733,Homestyle Muga Silk Stole,3,625,3047,44.1,52.3,2026-06-12 22:21:51
734,Blue Pottery,21,93,2457,70.8,8.6,2025-06-22 19:46:18
735,Chef's Marble Taj Replica,26,468,2317,63.4,35.0,2025-02-16 21:59:53
736,Bamboo Basket,16,330,897,69.7,10.0,2025-06-13 12:56:45
737,Premium Postcard Set,8,627,3535,90.7,0,2025-10-09 07:06:00
738,Premium Bandhani Fabric,7,621,2399,62.1,17.8,2026-04-10 08:07:16
739,Coir Handicraft,12,519,3225,44.0,49.6,2025-10-01 16:53:17
740,Thangka Painting,22,451,644,63.6,33.4,2026-04-16 18:22:29
741,Kolhapuri Chappal,14,327,2255,50.4,31.0,2026-06-04 14:50:58
742,Local Favourite Blue Pottery,21,190,1774,47.3,59.4,2025-01-26 21:50:54
743,Phulkari Dupatta,20,464,2449,82.3,3.7,2025-01-17 13:59:40
744,Deluxe Juti Footwear,20,250,894,59.4,37.3,2025-09-28 15:59:09
745,Bagh Print Fabric,13,749,3373,70.6,9.1,2026-02-12 09:54:18
746,Keychain Set,4,135,3037,87.4,0,2026-04-10 03:00:45
747,Pattachitra Painting,19,769,1390,75.0,7.3,2025-08-16 05:42:56
748,Kullu Shawl,9,771,2246,74.8,15.2,2025-09-28 03:29:00
749,Handwoven Bag,1,246,974,43.8,52.0,2025-11-14 15:33:54
750,Postcard Set,24,466,1491,48.7,56.1,2026-03-24 17:55:13
751,Authentic Postcard Set,24,746,1338,62.9,13.9,2026-01-03 06:26:53
752,Traditional Postcard Set,15,520,680,66.8,17.9,2026-01-21 18:45:52
753,Handwoven Bag,4,296,1781,82.7,3.0,2026-01-06 01:09:37
754,Roadside Fridge Magnet,17,216,1410,61.7,28.4,2026-01-22 11:59:35
755,Local Handicraft Figurine,2,313,2430,76.8,11.6,2026-05-28 11:50:59
756,Classic Chanderi Saree,13,340,2032,55.9,37.9,2026-03-06 21:40:24
757,Patola Saree,7,718,1785,88.2,0,2025-07-21 06:22:19
758,Fridge Magnet,18,698,1936,61.1,38.0,2026-02-22 06:24:16
759,Postcard Set,17,449,1195,76.0,9.6,2026-04-30 18:27:02
760,Local Handicraft Figurine,18,222,1009,55.0,53.3,2025-10-25 12:14:36
761,Pahari Cap,9,237,308,58.6,22.2,2026-03-06 04:39:18
762,Puppet (Kathputli),21,221,1836,79.3,5.5,2025-02-19 23:13:06
763,Prayer Wheel,22,771,2395,74.3,14.6,2025-08-28 05:44:18
764,Homestyle Postcard Set,5,402,2172,48.9,24.8,2026-01-01 19:24:44
765,Meenakari Jewelry,21,285,2127,77.7,10.9,2025-07-11 04:26:05
766,Family Recipe Bamboo Craft,3,283,2447,55.4,52.5,2026-03-29 03:07:35
767,Handwoven Bag,4,424,2013,95.2,0,2025-08-31 13:08:47
768,Fridge Magnet,5,788,1741,60.3,41.8,2025-06-01 21:22:37
769,Local Handicraft Figurine,10,382,1875,79.5,8.5,2026-02-20 10:55:11
770,Fridge Magnet,15,144,1577,70.2,26.4,2025-06-02 18:38:22
771,Royal Fridge Magnet,8,770,2180,86.3,0,2026-01-17 20:32:42
772,Handwoven Bag,10,251,3240,56.5,39.3,2025-08-02 07:16:19
773,Family Recipe Khasi Shawl,16,415,1301,72.2,10.8,2025-03-09 23:56:11
774,Local Handicraft Figurine,2,511,1750,62.1,34.4,2025-03-19 17:21:26
775,Classic Keychain Set,8,546,3241,56.7,35.9,2026-02-10 17:33:56
776,Bronze Nataraja Statue,23,579,3474,78.9,10.8,2025-06-17 15:40:07
777,Quick-bite Pahari Cap,9,748,3309,82.1,2.4,2026-05-17 14:40:42
778,Paithani Saree,14,642,1162,86.4,0,2025-05-05 02:50:15
779,Postcard Set,27,607,1843,91.9,0,2025-11-23 11:06:49
780,Classic Postcard Set,10,579,1820,47.6,38.4,2025-10-27 02:59:38
781,Fridge Magnet,27,771,2609,85.5,0,2026-04-24 13:44:02
782,Signature Sandalwood Carving,11,478,3411,58.1,41.0,2025-03-17 01:33:06
783,Village-style Pattachitra Painting,19,403,1186,83.5,2.6,2025-12-03 11:54:57
784,Terracotta Figurine,28,178,2387,45.6,24.5,2025-02-02 12:31:28
785,Deluxe Fridge Magnet,25,131,571,73.0,8.2,2025-10-06 10:44:49
786,Family Recipe Keychain Set,25,357,2238,81.8,3.0,2025-07-07 04:10:30
787,Family Recipe Mysore Silk Saree,11,233,1172,70.8,10.0,2025-02-05 05:58:55
788,Postcard Set,2,260,2488,62.3,37.8,2025-11-14 23:43:18
789,Paithani Saree,14,675,1041,78.1,6.3,2026-04-01 23:21:31
790,Thangka Painting,22,131,1983,45.2,41.9,2026-04-27 05:03:39
791,Spice Box Set,12,606,1393,80.8,6.5,2026-06-21 17:53:11
792,Classic Handwoven Carpet,22,304,1709,42.9,49.7,2025-12-28 22:45:49
793,Postcard Set,8,608,1368,83.3,2.8,2025-03-01 05:38:05
794,Prayer Wheel,22,681,3012,71.2,11.6,2025-11-14 00:13:39
795,Local Favourite Local Handicraft Figurine,8,756,2737,61.1,28.9,2026-01-24 07:39:49
796,Postcard Set,4,307,1946,80.6,6.6,2026-03-20 08:49:40
797,Local Handicraft Figurine,15,598,934,65.1,24.4,2025-11-01 15:00:14
798,Spice Box Set,12,316,3221,93.1,0,2026-02-20 10:31:50
799,Village-style Tanjore Painting,23,425,2960,92.6,0,2025-08-19 03:45:12
800,Quick-bite Postcard Set,2,110,1034,67.0,25.8,2025-08-01 19:40:47
801,Quick-bite Phulkari Dupatta,20,508,1224,94.7,0,2025-12-29 12:43:30
802,Festival Postcard Set,25,73,251,83.2,1.4,2025-11-28 02:09:22
803,Homestyle Seashell Craft,6,310,1852,72.5,21.7,2026-01-20 18:54:05
804,Grandma's Tanjore Painting,23,774,2092,87.6,0,2025-07-09 08:27:34
805,Homestyle Postcard Set,18,687,3621,50.9,52.9,2025-08-25 13:22:04
806,Roadside Marble Taj Replica,26,231,298,56.4,37.2,2025-01-05 19:38:02
807,Pahari Cap,9,750,1905,84.6,0.4,2026-01-17 03:25:12
808,Khasi Shawl,16,386,2741,81.8,3.4,2026-02-02 14:36:23
809,Premium Phulkari Dupatta,20,287,3171,70.3,16.4,2025-03-18 05:33:45
810,Extra Cheesy Postcard Set,24,378,1070,76.7,12.5,2025-07-02 18:06:20
811,Authentic Local Handicraft Figurine,27,318,515,59.6,30.7,2025-06-16 04:38:02
812,Deluxe Local Handicraft Figurine,17,84,557,66.1,15.9,2025-04-16 04:04:07
813,Aranmula Kannadi Mirror,12,385,2664,64.8,13.3,2025-01-31 23:53:44
814,Camel Leather Jutti,21,288,1098,68.5,25.8,2025-12-18 14:58:54
815,Classic Local Handicraft Figurine,8,584,2629,74.9,12.8,2025-07-24 03:57:32
816,Keychain Set,25,436,2504,80.2,6.2,2026-02-13 11:11:44
817,Keychain Set,17,528,2796,43.5,25.6,2025-09-20 16:39:25
818,Homestyle Kullu Shawl,9,558,3101,64.8,15.6,2025-03-24 13:20:13
819,Chanderi Saree,13,138,1984,57.5,22.3,2025-04-21 07:31:51
820,Homestyle Fridge Magnet,25,272,3076,93.6,0,2025-09-16 08:19:25
821,Extra Cheesy Kolhapuri Chappal,14,508,878,59.2,26.0,2025-11-27 11:25:44
822,Fridge Magnet,8,199,2972,88.4,0,2026-03-17 19:47:57
823,Chef's Keychain Set,17,536,1244,63.1,15.4,2025-09-27 22:29:26
824,Village-style Marble Taj Replica,26,400,650,76.6,8.6,2025-08-04 11:18:52
825,Roadside Handwoven Bag,18,438,1292,65.0,25.7,2025-10-16 13:49:17
826,Grandma's Seashell Craft,6,89,939,72.5,8.4,2025-07-10 09:02:14
827,Roadside Kangra Miniature Painting,9,689,1750,77.8,5.0,2025-04-24 06:39:11
828,Postcard Set,17,526,1933,88.6,0,2026-03-01 08:19:38
829,Applique Work,19,115,847,84.5,0.4,2026-02-23 11:07:23
830,Juti Footwear,20,600,1273,69.3,15.0,2025-07-06 17:54:17
831,Family Recipe Camel Leather Jutti,21,89,1963,56.2,35.5,2025-11-24 00:08:57
832,Deluxe Warli Painting,14,779,1992,57.4,27.6,2025-05-18 06:58:54
833,Extra Cheesy Seashell Craft,6,169,3097,89.9,0,2025-05-12 13:39:04
834,Handwoven Bag,17,631,2657,72.4,12.1,2025-11-14 07:20:32
835,Authentic Fridge Magnet,24,675,3647,79.1,9.4,2025-09-30 13:03:24
836,Traditional Keychain Set,18,411,665,74.2,9.7,2026-03-14 22:35:58
837,Street-side Puppet (Kathputli),21,676,3234,77.4,10.7,2026-05-21 00:42:45
838,Street-side Bagh Print Fabric,13,563,2846,51.2,35.6,2026-01-01 05:36:26
839,Dokra Art,28,183,929,88.8,0,2025-01-18 21:24:15
840,Grandma's Handwoven Bag,25,83,1285,90.6,0,2025-02-14 06:13:11
841,Spicy Handwoven Bag,5,552,3225,63.2,23.3,2025-06-15 18:36:01
842,Signature Postcard Set,1,417,3107,79.8,6.9,2025-07-25 11:17:40
843,Marble Taj Replica,26,271,2168,86.4,0,2026-03-21 07:28:07
844,Premium Bamboo Craft,3,545,1587,61.4,36.3,2026-03-07 07:56:13
845,Chef's Keychain Set,25,763,3001,79.7,7.9,2026-04-20 07:26:49
846,Kangra Miniature Painting,9,269,1358,79.2,4.0,2025-01-25 18:15:21
847,Pahari Cap,9,666,2475,56.8,48.1,2025-12-02 05:00:39
848,Keychain Set,18,772,1121,49.7,50.0,2026-02-23 21:32:55
849,Signature Sandalwood Carving,11,381,3210,50.0,50.6,2026-05-29 16:50:45
850,Authentic Local Handicraft Figurine,1,419,3387,79.1,6.8,2026-04-26 05:17:18
851,Premium Keychain Set,25,157,2385,62.0,40.5,2025-03-08 13:58:12
852,Family Recipe Juti Footwear,20,574,916,84.0,1.5,2026-06-28 11:00:36
853,Postcard Set,4,417,2331,68.9,28.6,2025-09-02 09:40:20
854,Spicy Juti Footwear,20,799,2936,75.9,8.4,2025-04-04 19:12:05
855,Cashew Feni Bottle,6,692,2330,69.7,23.7,2026-02-22 16:50:30
856,Classic Camel Leather Jutti,21,563,2696,94.4,0,2026-06-18 07:11:08
857,Cashew Feni Bottle,6,336,1967,73.8,18.5,2026-06-09 01:56:18
858,Quick-bite Postcard Set,27,457,607,83.2,2.0,2025-09-09 17:19:59
859,Handwoven Bag,2,592,3266,55.5,21.0,2025-06-29 13:09:49
860,Keychain Set,4,55,2503,50.1,28.4,2026-06-19 04:49:00
861,Royal Local Handicraft Figurine,25,450,1354,51.0,33.8,2025-08-23 18:45:22
862,Keychain Set,1,233,1299,51.3,42.7,2025-06-30 20:03:44
863,Special Spice Box Set,12,61,1858,84.8,0.2,2025-08-20 20:20:12
864,Cashew Feni Bottle,6,605,2999,56.1,46.8,2025-04-09 07:18:08
865,Kolhapuri Chappal,14,209,1680,67.3,27.7,2025-09-25 02:56:44
866,Local Handicraft Figurine,8,476,2911,71.3,14.4,2025-07-17 07:59:12
867,Extra Cheesy Channapatna Toy,11,119,2350,76.4,13.0,2025-08-24 13:12:08
868,Local Handicraft Figurine,8,126,2884,75.4,15.6,2025-10-06 14:41:32
869,Kanchipuram Silk Saree,23,111,1165,78.0,9.4,2025-03-11 14:01:14
870,Extra Cheesy Aranmula Kannadi Mirror,12,341,1279,50.2,58.5,2025-06-17 16:34:51
871,Homestyle Marble Taj Replica,26,337,550,65.0,22.9,2025-07-29 20:16:25
872,Local Handicraft Figurine,15,192,1483,79.4,7.2,2026-05-14 20:36:13
873,Mysore Silk Saree,11,89,1031,79.9,3.9,2025-06-19 14:49:18
874,Cashew Feni Bottle,6,671,3579,74.7,9.0,2026-01-30 13:17:57
875,Bamboo Craft,3,611,2390,89.4,0,2025-07-25 16:00:07
876,Family Recipe Pattachitra Painting,19,642,855,50.1,42.4,2026-05-19 05:03:55
877,Signature Meenakari Jewelry,21,217,1566,67.9,28.1,2025-07-22 07:29:50
878,Keychain Set,2,569,650,57.5,46.2,2026-05-24 20:29:59
879,Postcard Set,18,527,3007,70.9,16.9,2025-06-29 11:30:57
880,Applique Work,19,663,3585,49.1,36.4,2025-09-25 21:47:00
881,Quick-bite Kanchipuram Silk Saree,23,709,3512,81.6,2.9,2025-11-22 10:04:41
882,Family Recipe Assam Tea Gift Box,3,433,538,76.7,13.3,2025-08-13 06:26:45
883,Brassware,26,203,682,66.3,13.5,2026-01-12 02:44:42
884,Extra Cheesy Sandalwood Carving,11,76,581,83.3,2.7,2026-02-06 23:30:17
885,Keychain Set,4,181,1827,67.1,28.7,2025-07-25 02:30:25
886,Bamboo Basket,16,264,2228,67.6,28.6,2026-06-22 16:18:31
887,Quick-bite Kathakali Mask,12,333,2578,70.0,13.1,2025-04-11 14:16:05
888,Phulkari Dupatta,20,299,2329,80.5,5.1,2025-01-07 06:50:03
889,Deluxe Seashell Craft,6,685,1859,71.9,7.9,2025-03-14 04:28:52
890,Roadside Terracotta Figurine,28,560,2897,74.7,15.0,2026-03-16 18:48:09
891,Royal Tanjore Painting,23,688,3020,57.9,31.5,2025-03-20 05:39:44
892,Extra Cheesy Thangka Painting,22,359,736,51.3,23.9,2026-05-19 12:36:25
893,Thangka Painting,22,719,3109,73.8,12.3,2025-06-26 09:21:12
894,Keychain Set,8,425,2404,47.8,66.5,2025-04-01 09:00:06
895,Handwoven Bag,10,323,2564,68.7,20.2,2026-06-17 03:30:22
896,Quick-bite Brassware,26,555,2373,77.1,9.4,2025-02-15 07:07:44
897,Signature Warli Painting,14,369,545,72.7,19.6,2026-02-14 13:35:19
898,Local Handicraft Figurine,1,207,2414,65.3,13.6,2026-04-22 16:37:10
899,Kathakali Mask,12,799,3247,70.5,23.5,2026-05-26 12:52:52
900,Royal Fridge Magnet,10,243,1896,94.6,0,2025-01-16 12:12:59
901,Fridge Magnet,15,173,2341,47.5,33.3,2026-05-04 19:21:24
902,Classic Kolhapuri Chappal,14,221,2725,72.1,7.8,2025-08-26 17:55:00
903,Bronze Nataraja Statue,23,800,1269,72.0,17.3,2026-03-20 03:17:01
904,Muga Silk Stole,3,160,2495,65.3,26.6,2026-04-22 23:36:29
905,Festival Handwoven Bag,4,551,1437,39.7,38.0,2026-05-03 14:37:49
906,Grandma's Phulkari Dupatta,20,116,545,67.7,18.7,2025-03-03 15:01:06
907,Kangra Miniature Painting,9,198,2948,73.0,11.2,2026-04-30 03:12:17
908,Festival Paithani Saree,14,242,1927,71.9,17.2,2025-07-05 20:50:19
909,Classic Terracotta Figurine,28,172,2153,75.7,12.3,2026-04-17 22:25:22
910,Extra Cheesy Local Handicraft Figurine,8,486,2003,73.3,17.2,2025-04-07 20:58:49
911,Premium Postcard Set,5,178,1747,39.3,61.1,2025-02-22 06:36:36
912,Local Handicraft Figurine,15,385,2069,52.0,26.8,2026-04-15 19:56:39
913,Traditional Postcard Set,24,241,2026,60.9,42.2,2025-11-08 18:14:05
914,Fridge Magnet,25,392,1281,65.8,24.8,2025-01-23 11:18:39
915,Homestyle Spice Box Set,12,452,2379,74.1,10.3,2026-03-26 04:03:07
916,Chef's Bamboo Basket,16,301,1099,81.5,3.3,2026-04-08 00:56:04
917,Fridge Magnet,10,491,3434,62.8,26.5,2026-04-03 00:12:33
918,Festival Handwoven Bag,18,678,3643,59.5,30.6,2025-10-28 06:35:58
919,Deluxe Local Handicraft Figurine,5,399,2109,43.6,40.1,2025-12-30 22:36:46
920,Authentic Mirror Work Bag,7,782,2611,71.3,13.7,2025-09-21 05:55:59
921,Kanchipuram Silk Saree,23,130,203,48.2,25.5,2025-08-01 12:19:06
922,Authentic Kullu Shawl,9,236,468,61.1,42.2,2025-12-08 19:58:13
923,Local Favourite Seashell Craft,6,605,2690,89.4,0,2025-05-08 13:57:08
924,Muga Silk Stole,3,343,2325,68.8,18.0,2026-05-01 20:53:30
925,Fridge Magnet,27,650,3549,75.0,16.3,2025-04-14 13:21:57
926,Fridge Magnet,8,189,1446,40.8,66.5,2025-08-10 10:48:27
927,Royal Azulejo Tile,6,399,730,72.0,14.6,2025-11-09 18:39:28
928,Quick-bite Bandhani Fabric,7,436,2055,81.7,2.4,2026-01-26 21:48:10
929,Extra Cheesy Local Handicraft Figurine,27,688,1343,51.5,44.9,2025-01-25 10:02:47
930,Spicy Local Handicraft Figurine,1,407,2566,72.6,13.1,2026-05-16 22:29:26
931,Phulkari Dupatta,20,355,958,72.6,19.5,2026-05-06 19:24:27
932,Chef's Phulkari Dupatta,20,591,2566,84.7,0.3,2025-05-26 22:43:35
933,Local Favourite Keychain Set,17,767,2525,52.6,39.3,2025-10-23 17:38:49
934,Pahari Cap,9,80,2346,57.3,37.1,2025-02-10 18:55:34
935,Authentic Sandalwood Carving,11,217,552,65.3,23.0,2026-06-25 23:37:40
936,Local Favourite Meenakari Jewelry,21,281,1512,67.5,16.2,2026-03-01 05:07:39
937,Fridge Magnet,24,99,1654,73.1,17.6,2025-04-18 11:47:33
938,Local Favourite Chanderi Saree,13,742,2071,79.5,7.2,2026-06-14 00:18:34
939,Signature Pahari Cap,9,269,667,70.3,21.8,2026-02-03 21:14:11
940,Deluxe Keychain Set,25,380,1255,54.9,25.0,2026-02-02 12:28:20
941,Traditional Postcard Set,15,365,1990,67.4,25.7,2026-06-22 00:20:21
942,Handwoven Bag,2,438,3047,74.6,9.2,2025-10-03 21:26:43
943,Postcard Set,24,55,2802,71.2,23.3,2026-03-23 00:12:47
944,Festival Assam Tea Gift Box,3,694,2616,70.4,14.2,2026-06-19 00:47:19
945,Terracotta Figurine,28,376,1573,79.7,3.7,2026-06-05 02:37:41
946,Extra Cheesy Mirror Work Bag,7,619,2312,75.4,9.7,2026-02-23 21:36:41
947,Patola Saree,7,288,3030,88.0,0,2026-01-16 10:54:37
948,Khasi Shawl,16,624,1097,72.3,13.0,2026-04-08 21:50:48
949,Authentic Handwoven Bag,17,106,219,64.7,20.8,2026-01-10 01:18:29
950,Postcard Set,25,60,2274,60.4,41.5,2026-06-25 15:31:53
951,Street-side Khasi Shawl,16,457,2805,67.8,10.5,2026-05-23 14:32:18
952,Homestyle Postcard Set,1,255,2104,91.8,0,2025-07-11 10:59:40
953,Traditional Bandhani Fabric,7,489,1336,74.6,9.9,2025-01-16 14:41:16
954,Postcard Set,25,713,2188,46.9,61.6,2025-06-20 17:39:35
955,Postcard Set,10,439,3177,65.6,34.6,2025-09-22 12:44:54
956,Azulejo Tile,6,407,1699,58.7,36.5,2025-04-10 14:47:32
957,Thangka Painting,22,502,3206,82.4,4.4,2025-09-03 08:00:40
958,Classic Mysore Silk Saree,11,360,2179,45.9,33.8,2025-01-26 15:13:59
959,Chef's Handwoven Bag,10,560,2157,48.8,43.2,2025-09-05 20:41:41
960,Village-style Fridge Magnet,10,518,2763,91.0,0,2025-06-10 01:15:48
961,Coir Handicraft,12,636,732,64.0,21.5,2026-02-06 10:52:42
962,Camel Leather Jutti,21,145,2406,91.5,0,2025-08-15 04:07:16
963,Local Handicraft Figurine,1,517,1108,77.6,5.8,2025-03-23 14:35:36
964,Thangka Painting,22,192,2580,45.4,46.8,2025-11-18 02:37:32
965,Postcard Set,24,778,2559,87.2,0,2026-01-30 03:05:35
966,Deluxe Local Handicraft Figurine,5,141,3131,53.4,56.6,2025-12-23 00:03:21
967,Mysore Silk Saree,11,299,3237,44.1,26.7,2025-12-26 21:43:41
968,Homestyle Local Handicraft Figurine,1,213,1413,65.4,19.9,2025-04-26 18:25:52
969,Festival Prayer Wheel,22,478,3339,74.8,11.7,2025-12-23 04:15:50
970,Village-style Patola Saree,7,554,3286,70.7,22.8,2026-04-12 04:29:18
971,Fridge Magnet,2,751,1122,61.0,16.9,2025-12-13 19:59:42
972,Mysore Silk Saree,11,651,1070,65.9,15.4,2025-11-17 21:16:35
973,Applique Work,19,348,1987,66.0,28.9,2025-08-08 10:09:47
974,Homestyle Postcard Set,1,537,3152,84.9,0.1,2025-03-31 00:52:21
975,Homestyle Kolhapuri Chappal,14,685,1632,56.1,41.7,2026-06-27 08:44:46
976,Homestyle Mirror Work Bag,7,175,582,57.3,34.1,2026-05-03 09:16:28
977,Mysore Silk Saree,11,340,685,67.8,18.5,2026-04-05 07:45:24
978,Royal Blue Pottery,21,137,1077,60.8,37.5,2025-11-13 19:16:19
979,Keychain Set,27,447,2813,61.2,39.2,2025-09-13 02:59:05
980,Street-side Silver Filigree,19,518,2155,60.3,41.3,2025-11-16 20:30:38
981,Keychain Set,10,269,2958,76.8,7.7,2025-05-14 07:36:16
982,Classic Coir Handicraft,12,545,649,73.8,15.0,2026-02-24 19:48:25
983,Fridge Magnet,17,749,1370,75.9,6.4,2026-05-31 04:01:25
984,Roadside Postcard Set,15,59,1559,87.1,0,2025-11-20 22:00:26
985,Postcard Set,17,758,2069,70.4,12.9,2025-08-03 19:56:54
986,Thangka Painting,22,649,2785,58.6,16.2,2025-01-21 03:36:59
987,Authentic Silver Filigree,19,510,2776,87.1,0,2025-10-29 17:47:29
988,Grandma's Kantha Stitch Saree,28,192,881,76.2,14.7,2026-01-10 22:38:38
989,Authentic Coir Handicraft,12,289,1222,57.4,18.9,2025-10-01 15:35:52
990,Handwoven Bag,10,345,2662,80.9,5.8,2025-10-22 11:22:02
991,Quick-bite Keychain Set,25,368,2540,71.6,9.3,2025-04-19 19:44:26
992,Family Recipe Local Handicraft Figurine,15,225,2105,49.7,25.0,2025-11-12 01:05:21
993,Grandma's Keychain Set,27,582,2809,63.9,28.6,2025-05-08 10:56:53
994,Bronze Nataraja Statue,23,587,1147,72.9,7.4,2025-03-19 03:43:34
995,Family Recipe Assam Tea Gift Box,3,301,2806,77.2,7.5,2025-04-17 23:35:49
996,Azulejo Tile,6,231,1576,68.9,24.4,2026-02-21 06:19:23
997,Traditional Fridge Magnet,8,362,1616,80.2,6.1,2026-03-12 23:55:35
998,Kantha Stitch Saree,28,798,3095,71.0,12.2,2025-09-09 17:48:03
999,Spicy Postcard Set,2,784,1950,66.8,30.2,2025-07-29 23:14:11
1000,Special Handwoven Bag,15,739,3451,49.1,32.9,2025-01-04 03:17:28
1001,Keychain Set,1,656,1381,49.1,34.7,2026-06-01 07:26:34
1002,Signature Sandalwood Carving,11,587,1790,82.4,4.0,2025-08-22 08:39:39
1003,Classic Fridge Magnet,5,674,2932,79.5,4.3,2025-01-26 08:42:21
1004,Festival Blue Pottery,21,71,2304,68.6,18.6,2025-06-27 15:31:16
1005,Bamboo Craft,3,385,3172,87.1,0,2025-04-25 20:21:11
1006,Handwoven Bag,17,647,3108,76.5,7.2,2025-08-16 20:40:24
1007,Kanchipuram Silk Saree,23,135,2747,51.9,37.3,2025-09-15 22:15:01
1008,Grandma's Handwoven Bag,5,491,3190,80.6,7.8,2026-03-15 07:56:03
1009,Chef's Bagh Print Fabric,13,117,1733,76.9,12.3,2025-03-14 03:02:43
1010,Seashell Craft,6,289,584,70.8,13.1,2025-09-20 21:27:42
1011,Traditional Handwoven Bag,5,195,1434,79.6,3.4,2025-09-11 07:07:36
1012,Postcard Set,1,427,2049,47.5,59.5,2025-06-25 09:59:28
1013,Street-side Aranmula Kannadi Mirror,12,81,2924,43.4,74.7,2025-03-02 08:37:59
1014,Local Favourite Fridge Magnet,24,676,2101,39.6,54.5,2025-07-25 13:16:07
1015,Street-side Pattachitra Painting,19,541,3487,67.9,27.1,2026-02-22 22:03:41
1016,Local Favourite Terracotta Figurine,28,313,2843,66.2,11.4,2026-05-07 01:33:39
